https://harassmap.org/en/reports/6fa4099b4c	( )		None
https://harassmap.org/en/reports/c49c11d80d	( )		None
https://harassmap.org/en/reports/508e04d386	( )		None
https://harassmap.org/en/reports/dc36a4a06b	( )		None
https://harassmap.org/en/reports/d4ee892b2e	( )		None
https://harassmap.org/en/reports/44059fe6c9	(12.309920 104.533250)	Indecent Exposure|Other	None
https://harassmap.org/en/reports/b39a33ef5e	(30.044420 31.235710)	Indecent Exposure|Touching|Unwanted Attention|Other	None
https://harassmap.org/en/reports/cb399d4231	(42.345920 -71.109000)	Indecent Exposure|Other	None
https://harassmap.org/en/reports/5d638ace8e	(42.075740 -71.392410)	Touching|Told harasser to stop	None
https://harassmap.org/en/reports/df3540409b	(29.760430 -95.369800)	Indecent Exposure|Other	None
https://harassmap.org/en/reports/816e481d99	(30.074340 31.486650)	Touching	None
https://harassmap.org/en/reports/15341aecf9	(12.862810 30.217640)	Online	None
https://harassmap.org/en/reports/3decec6dfa	(37.993150 23.763420)	Ogling|Comments|Stalking or Following|Unwanted Attention	None
https://harassmap.org/en/reports/1e14e9db5c	(30.112460 31.355940)	Touching	None
https://harassmap.org/en/reports/37a57df417	(29.956680 30.958020)	Catcalls	None
https://harassmap.org/en/reports/941a2a483e	(30.082510 31.638650)	Touching	None
https://harassmap.org/en/reports/e4dc1341a7	(61.218060 -149.900280)	Phone Calls|Sexual Invites	None
https://harassmap.org/en/reports/604a8e0ca9	(37.981920 23.740600)	Facial Expressions|Ogling|Catcalls|Comments	None
https://harassmap.org/en/reports/25cc07aa36	(30.127960 31.362630)	Sexual Invites|Other	None
https://harassmap.org/en/reports/885e96873f	(24.723560 46.828590)	Unwanted Attention|Sexual Assault	None
https://harassmap.org/en/reports/d87f43c3e0	(21.535870 39.165260)	Catcalls|Comments|Online|Sexual Invites|Threat|Expressed sympathy with the harassed person|Other	None
https://harassmap.org/en/reports/88c8adc69d	(30.033960 31.215550)	Facial Expressions|Ogling|Catcalls|Comments|Stalking or Following|Unwanted Attention|Told harasser to stop	None
https://harassmap.org/en/reports/e68477a526	(42.286910 -85.595270)	Catcalls|Comments|Sexual Invites	None
https://harassmap.org/en/reports/6dee3b513b	(30.114980 31.358380)	Touching	None
https://harassmap.org/en/reports/346591f181	(29.952200 30.979170)	Indecent Exposure|Stalking or Following|Phone Calls|Online|Sexual Invites|Sexual Photos|Threat|Responded positively to harassed person's request for help	None
https://harassmap.org/en/reports/ed8aeaa68a	(51.518860 -0.079290)	Phone Calls	None
https://harassmap.org/en/reports/51f65b329c	(30.866300 28.883240)	Ogling	None
https://harassmap.org/en/reports/1370728a7d	(31.129820 30.131370)	Online|Sexual Photos	None
https://harassmap.org/en/reports/25774c273b	(30.812630 29.091020)	Facial Expressions|Comments|Stalking or Following|Unwanted Attention	None
https://harassmap.org/en/reports/06ca0a45bc	(60.216110 24.808900)	Facial Expressions	None
https://harassmap.org/en/reports/76a4a64f7a	(30.004560 31.202710)	Online	تهديد بالإغتصاب
https://harassmap.org/en/reports/d8e87df9f3	(24.088940 32.899830)	Online	اتعرض للمضايقة من شخص مجهول الهوية عبر الفيس بوك بأستخدامه حساب زائف اسمه (رائحة الحنين) فقد قام بارسال صورة غير لائقة وقمت بتجاهل الرسائل وعدم الرد واشعر بالغضب الشديد والاستياء وارجو منكم اخذ موقف ومساعدتي باتخاذ الاجراءات اللازمة وايقلفه عند حده
https://harassmap.org/en/reports/3adb73d456	(30.050990 31.244440)	Catcalls|Stalking or Following|Online|Threat	None
https://harassmap.org/en/reports/ae0688fe3c	(30.790000 30.999680)	Touching|Sexual Invites|Threat|Sexual Assault	None
https://harassmap.org/en/reports/a671a260d4	(30.790000 30.999680)	Touching|Sexual Invites|Threat	في عباده دكتور ت.ح المتواجده في شارع البحر أمام الباب الرئيسي لمستشفي طنطا الجامعي, قام دكتور ت.ح بإخراج الممرضه الخاصه بيه وقام  بلمس جسدي تلامس كامل بلمس كل مناطق جسدي الحساسه  ولم استطع الاعتراض لأنه هددني بالفضح ف العياده أمام الناس
https://harassmap.org/en/reports/fbbeffb25c	(18.199580 42.508200)	Facial Expressions|Served as witness against harasser when filing police report	قام برفع الاصبع الاوسط
https://harassmap.org/en/reports/d012ef29ab	(30.098700 31.302720)	Touching	None
https://harassmap.org/en/reports/2ebd71cf87	(31.335860 27.257820)	Online	None
https://harassmap.org/en/reports/9b8be0ae69	(30.044420 31.235710)	Online	None
https://harassmap.org/en/reports/1c45fe3e47	(31.200090 29.918740)	Online|Sexual Photos	لقد تم تهكير الموبايل الخاص بي وسرقه صور شخصيه جداا وحساسه جدا وتم تنزيلها علي حساب مزيف لنشر الصور والفضيحه
